R,x,y,z,name
128.539898914017868,151.207109679295598,151.207475073705240,150.998296545586555,vox_2.6111_4_D1_S0.mat
128.481050087498232,151.208794529358300,151.208170327972141,150.994867097819309,vox_2.6111_4_D1_S1.mat
128.578597957808910,151.208990460119679,151.209020961396646,150.999999999998664,vox_2.6111_5_D0_S0.mat
128.503175465223109,151.220719786696066,151.203444441411534,151.005194150136248,vox_2.6111_5_D0_S1.mat
128.539122283486620,151.207102461967679,151.207469233220365,151.000322889553047,vox_2.6111_5_D1_S0.mat
128.482838728978180,151.217763862421151,151.213436219117654,150.996919573279598,vox_2.6111_5_D1_S1.mat
128.546807207919585,151.208357262253912,151.208357262253799,150.999999999999943,vox_2.8889_1_D0_S0.mat
128.496365797181483,151.202684278350830,151.193539973043755,151.000548506755706,vox_2.8889_1_D0_S1.mat
128.538598773978975,151.208656657099795,151.208239454079035,150.999238370445227,vox_2.8889_1_D1_S0.mat
128.478296214116853,151.220720114921477,151.190079856175714,150.995136710184340,vox_2.8889_1_D1_S1.mat
128.546807207919585,151.208357262253912,151.208357262253799,150.999999999999943,vox_2.8889_2_D0_S0.mat
128.495088186512902,151.237590555658954,151.206477401419420,150.974194669613524,vox_2.8889_2_D0_S1.mat
128.539002083424862,151.207989860550725,151.208514430137626,150.999630437661580,vox_2.8889_2_D1_S0.mat
128.478687928242664,151.206750524894574,151.230030736387846,151.001868935799365,vox_2.8889_2_D1_S1.mat
128.546807207919585,151.208357262253912,151.208357262253799,150.999999999999943,vox_2.8889_3_D0_S0.mat
128.495726992735456,151.201397373667618,151.200011742178560,150.998660573084436,vox_2.8889_3_D0_S1.mat
128.538313018670351,151.208418667016019,151.207025851779804,150.999941411283118,vox_2.8889_3_D1_S0.mat
128.478364067386707,151.212184332204345,151.202229308450427,150.999862403524048,vox_2.8889_3_D1_S1.mat
128.546807207919585,151.208357262253912,151.208357262253799,150.999999999999943,vox_2.8889_4_D0_S0.mat
128.495973699814925,151.199045111690424,151.217624385998590,151.015492416481578,vox_2.8889_4_D0_S1.mat
128.537901747448956,151.208490073136204,151.208715747678923,150.999865832062255,vox_2.8889_4_D1_S0.mat
128.479269995016608,151.192172871617601,151.205175068999523,150.999397267140608,vox_2.8889_4_D1_S1.mat
128.546807207919585,151.208357262253912,151.208357262253799,150.999999999999943,vox_2.8889_5_D0_S0.mat
128.496580037556328,151.188796723859582,151.196922127369703,151.009321781107872,vox_2.8889_5_D0_S1.mat
128.538313710951456,151.208099921724965,151.208578462744356,150.999987831957185,vox_2.8889_5_D1_S0.mat
128.479542517067017,151.207026250219883,151.196651568722530,151.001635329799740,vox_2.8889_5_D1_S1.mat
128.585319923574843,151.208627485879106,151.208636970406360,151.000001048806666,vox_3.1667_1_D0_S0.mat
128.490069167978987,151.203674276658660,151.174895816086519,151.010867311870186,vox_3.1667_1_D0_S1.mat
128.544102778715711,151.208177367466476,151.208064187614099,150.999933555463258,vox_3.1667_1_D1_S0.mat
128.476522769595562,151.207901766491119,151.212835154099565,151.000326594720036,vox_3.1667_1_D1_S1.mat
128.585281297888486,151.208628498958603,151.208701021036859,150.999984719893462,vox_3.1667_2_D0_S0.mat
128.489447750209990,151.233442716321633,151.185735902162122,150.988240372733003,vox_3.1667_2_D0_S1.mat
128.544075853866048,151.207711632262743,151.207872264771311,150.999699271251473,vox_3.1667_2_D1_S0.mat
128.476131782635633,151.212819517750091,151.221805912359741,151.014037812884510,vox_3.1667_2_D1_S1.mat
128.585295579368875,151.208625521691744,151.208658594520273,151.000064867652384,vox_3.1667_3_D0_S0.mat
128.490223966294792,151.202698200840331,151.221678254808154,150.994304933422171,vox_3.1667_3_D0_S1.mat
128.544121257666887,151.207702899614389,151.208548260921987,151.001343135035796,vox_3.1667_3_D1_S0.mat
128.476224211720933,151.207285268664151,151.223325884886520,151.000776700757342,vox_3.1667_3_D1_S1.mat
128.585302834530410,151.208626107263399,151.208653011437036,151.000042011017968,vox_3.1667_4_D0_S0.mat
128.489958046926915,151.227660409407036,151.173548742985815,151.005007465205296,vox_3.1667_4_D0_S1.mat
128.543979254128459,151.208994737081582,151.208030883548787,151.000784891293819,vox_3.1667_4_D1_S0.mat
128.476117262391938,151.193540696697426,151.223123119680309,151.015740915460725,vox_3.1667_4_D1_S1.mat
128.585257562123388,151.208656700746872,151.208707418791249,150.999988475515693,vox_3.1667_5_D0_S0.mat
128.490070858967925,151.217712617912724,151.200235929598620,151.010399460337595,vox_3.1667_5_D0_S1.mat
128.544636873215723,151.208552975864535,151.208098653383047,150.999221770474804,vox_3.1667_5_D1_S0.mat
128.476305190225190,151.220736608285534,151.211502966950320,150.990621105985895,vox_3.1667_5_D1_S1.mat
128.594645408193287,151.208652722243414,151.208652722243471,151.000000000000028,vox_3.4444_1_D0_S0.mat
128.486974162653468,151.212058911135500,151.197302609231542,151.015690006793761,vox_3.4444_1_D0_S1.mat
128.551571401160629,151.208414787700917,151.208833792989935,151.000527925533902,vox_3.4444_1_D1_S0.mat
128.473303379074110,151.211425054484721,151.205764292788956,150.992532702119235,vox_3.4444_1_D1_S1.mat
128.594645408193287,151.208652722243414,151.208652722243471,151.000000000000028,vox_3.4444_2_D0_S0.mat
128.485279666473787,151.205059891171970,151.213209176079971,151.007705762024813,vox_3.4444_2_D0_S1.mat
128.551951989115565,151.208124820173225,151.207674791253169,151.000403212404507,vox_3.4444_2_D1_S0.mat
128.474328377761225,151.199407693584249,151.203336044399435,151.002827691167198,vox_3.4444_2_D1_S1.mat
128.594645408193287,151.208652722243414,151.208652722243471,151.000000000000028,vox_3.4444_3_D0_S0.mat
128.485812744315638,151.209737580137073,151.199843559013601,150.990369889086111,vox_3.4444_3_D0_S1.mat
128.551771701708418,151.208070442443159,151.209157334849323,150.999485375652398,vox_3.4444_3_D1_S0.mat
128.473478565200509,151.189351913514656,151.198265284789841,150.999999898663162,vox_3.4444_3_D1_S1.mat
128.594645408193287,151.208652722243414,151.208652722243471,151.000000000000028,vox_3.4444_4_D0_S0.mat
128.486184411932982,151.201221328560763,151.231120597539103,150.991740020752530,vox_3.4444_4_D0_S1.mat
128.551473494723723,151.208870514539058,151.208859300381704,150.998469126891678,vox_3.4444_4_D1_S0.mat
128.473682534145297,151.193206792925679,151.210899631352021,151.000952890395951,vox_3.4444_4_D1_S1.mat
128.594639064660782,151.208651416301279,151.208669192096892,150.999995662108120,vox_3.4444_5_D0_S0.mat
128.486172451429098,151.204380026190648,151.210806526009264,151.017302255218851,vox_3.4444_5_D0_S1.mat
128.551411374159073,151.208410169942539,151.207795724182859,150.999863027145722,vox_3.4444_5_D1_S0.mat
128.473912097947704,151.211792191865243,151.214448143164731,150.994908892109009,vox_3.4444_5_D1_S1.mat
128.584754748375019,151.208358959496735,151.208350440857771,150.999994067433050,vox_3.7222_1_D0_S0.mat
128.481736530854391,151.207007774951080,151.201211736046417,151.007999755090083,vox_3.7222_1_D0_S1.mat
128.551185792291363,151.209459578334759,151.207736243973272,150.999751264136677,vox_3.7222_1_D1_S0.mat
128.471426211155688,151.211632735561267,151.210613744002558,150.997155982789565,vox_3.7222_1_D1_S1.mat
128.584760762501503,151.208385209558713,151.208387186592461,150.999978483388020,vox_3.7222_2_D0_S0.mat
128.481652956317561,151.193107030817572,151.216880423513146,151.004555262771106,vox_3.7222_2_D0_S1.mat
128.551816687404994,151.209394770725396,151.208878187510862,151.000123407516327,vox_3.7222_2_D1_S0.mat
128.471383685142968,151.195134625837170,151.192638496119002,151.005990124486772,vox_3.7222_2_D1_S1.mat
128.584761648682758,151.208368128344063,151.208327595896606,150.999997167566676,vox_3.7222_3_D0_S0.mat
128.480956790100691,151.193852087268112,151.184089725865419,150.987504022360355,vox_3.7222_3_D0_S1.mat
128.551348925669600,151.209298757075146,151.208806251838496,151.000933243027163,vox_3.7222_3_D1_S0.mat
128.472043086663064,151.219278696272312,151.216881784388875,151.015613396045779,vox_3.7222_3_D1_S1.mat
128.584740115300548,151.208336469292931,151.208353882250663,151.000027814596962,vox_3.7222_4_D0_S0.mat
128.481118417530666,151.203875178090755,151.218735340862338,150.991242324278289,vox_3.7222_4_D0_S1.mat
128.551498425792545,151.208404146736399,151.209483922436704,151.001225223146292,vox_3.7222_4_D1_S0.mat
128.471372467498043,151.192126688711369,151.189141343610743,150.985496302363401,vox_3.7222_4_D1_S1.mat
128.584753743218101,151.208355373671964,151.208315220794219,151.000018169020734,vox_3.7222_5_D0_S0.mat
128.481305661072525,151.204687483805913,151.214087269197250,150.990817760367548,vox_3.7222_5_D0_S1.mat
128.551793997102095,151.209001384297693,151.207906704957395,151.000318504966458,vox_3.7222_5_D1_S0.mat
128.471448516951995,151.200516424027484,151.213157494579292,150.994462109831204,vox_3.7222_5_D1_S1.mat
128.570053232797108,151.208313541883626,151.208331117546749,150.999965255854249,vox_4_1_D0_S0.mat
128.476306379575675,151.223860815433255,151.194551031646654,151.002434047662064,vox_4_1_D0_S1.mat
128.550536351766141,151.208373079261577,151.208278273772919,151.000423705958013,vox_4_1_D1_S0.mat
128.465778315276992,151.213308822397920,151.225613904598049,151.009003393986831,vox_4_1_D1_S1.mat
128.570074744290906,151.208337639125574,151.208267666861559,151.000001716744066,vox_4_2_D0_S0.mat
128.475991182924446,151.236507120105898,151.216545163038319,151.014152520237218,vox_4_2_D0_S1.mat
128.550448362911027,151.208517308651409,151.208259043123149,150.999644721302161,vox_4_2_D1_S0.mat
128.466946269048606,151.198224965756054,151.178781776479980,151.005880774055726,vox_4_2_D1_S1.mat
128.570079591424275,151.208354288554347,151.208316776815678,150.999986755189525,vox_4_3_D0_S0.mat
128.475984920432580,151.212873430351408,151.209705848292543,151.004266976936918,vox_4_3_D0_S1.mat
128.550879400915647,151.208267057982141,151.208974123347360,150.999281509724909,vox_4_3_D1_S0.mat
128.466526240545932,151.209477822457245,151.208141002217701,151.005258466851728,vox_4_3_D1_S1.mat
128.570066961120091,151.208277173899205,151.208273793877709,150.999977118646029,vox_4_4_D0_S0.mat
128.476689443525970,151.205026188642819,151.201144406035382,151.004926724918249,vox_4_4_D0_S1.mat
128.550168082100924,151.208608257576941,151.208307189565915,150.999986466960479,vox_4_4_D1_S0.mat
128.467518560736380,151.210363488678041,151.189294136223253,151.012758555478257,vox_4_4_D1_S1.mat
128.570069481377089,151.208292777716224,151.208344006312160,150.999991952250667,vox_4_5_D0_S0.mat
128.474780853089442,151.216524664853040,151.228842934458470,151.005241379628075,vox_4_5_D0_S1.mat
128.550499419334471,151.208032920443230,151.207532224295505,150.998889194082352,vox_4_5_D1_S0.mat
128.466199223626091,151.211502163894124,151.184149274257692,151.005843454707446,vox_4_5_D1_S1.mat
